1943,2449
2047,736
94,221
1789,1684
89,170
624,2847
1178,1600
261,471
1825,1714
2519,2899
2947,97
870,1791
496,1868
1507,1986
1430,260
2573,1874
1563,2701
1401,2877
1116,2977
670,1646
2173,126
623,1184
532,2220
1326,1741
483,1029
753,1023
803,2036
167,1674
2458,1506
1347,2644
191,949
182,1173
2005,1078
2455,175
1810,88
524,1826
657,1870
953,2694
2028,848
799,1208
404,2083
2967,1954
2319,2112
2022,2002
716,893
847,43
2130,1099
18,79
2531,1992
2322,1600
2035,1807
28,1317
2369,1912
2235,2788
2074,2702
2748,258
1988,1958
1687,1965
2911,896
654,2940
2088,1120
414,795
2598,2430
716,497
1038,922
2370,2590
750,2886
2541,1224
1960,238
42,1003
2114,849
2204,2453
2672,1548
2527,2185
1996,515
722,1477
1184,1134
560,2543
2456,1352
419,1818
388,1839
328,1819
2011,2515
2394,1562
792,169
1679,2793
1296,2525
199,2362
2836,2315
2044,2209
2486,1273
1530,1632
1231,682
1534,1280
1934,42
1766,2871
342,2313
146,2219
798,1260
298,733
615,1853
2224,1161
20,1476
19,982
2919,2891
624,1963
15,640
632,2809
1313,409
998,881
2742,1783
2702,2178
2433,1134
1429,2388
1253,2212
1745,601
1112,386
954,2501
2579,279
431,1843
154,1699
657,1384
342,2556
1379,1414
2385,1172
1890,1331
1993,2889
2512,2946
2384,2165
247,1500
1868,1510
1864,2095
867,1704
2408,2641
2200,2476
2534,377
1588,293
378,2444
368,450
771,702
2051,2279
691,429
2763,1624
508,1273
1143,1871
855,61
1644,881
1861,1592
2863,1123
88,2788
1391,1846
1154,1068
24,513
1014,2424
2550,947
2132,1082
2186,1826
122,217
2984,2385
2955,596
955,2747
119,270
668,1541
2945,1836
544,2602
1822,367
126,51
2042,2734
2361,514
918,28
1259,119
1427,2129
1233,2538
2342,998
2565,2228
1670,578
423,930
1616,2787
2333,588
2746,1368
1210,275
1814,1020
2441,2821
1416,2768
1236,2228
1348,619
850,214
2792,2122
2577,2386
2443,2422
409,517
438,955
904,220
2828,1548
2945,515
1858,418
1262,414
1571,2088
261,1280
922,1835
459,2253
861,446
681,1484
2251,2485
2558,2507
1802,2169
2759,1728
2185,1618
2023,1979
1034,767
186,134
741,471
1037,477
838,2194
458,529
2369,1445
1117,2404
2267,892
644,403
207,1065
2146,2932
251,853
1779,2248
109,1302
2213,1110
1057,1205
1842,949
869,1166
562,2006
2603,1546
596,786
663,1559
1062,1149
1816,239
2432,1998
2764,2626
2223,887
1018,1411
2978,2399
1006,790
1813,1231
299,2855
208,1178
46,1856
653,1771
983,2205
1828,1841
800,494
1443,1539
305,2257
324,44
1293,1401
2202,2406
1274,1512
225,18
2699,1919
1832,991
102,2609
2100,2884
2012,1999
1586,1973
2196,2354
376,2059
2140,924
1626,729
1415,2086
2446,117
728,896
1688,2689
1869,469
827,2056
1049,1313
638,1670
1414,678
886,1851
1546,564
2072,567
1485,747
1039,112
657,2901
2087,1086
2642,2469
2116,155
2394,2070
1094,392
2576,879
1871,1023
2101,114
2527,304
531,714
80,2536
1876,1419
1045,2808
2848,1519
730,792
2521,1037
1226,2407
2856,2955
2039,939
763,526
2078,743
485,2421
2847,1073
87,1655
2525,1460
1296,1856
319,1876
863,1228
1995,151
1122,1372
814,962
2346,2154
728,396
2631,2135
1948,2722
1012,1607
1590,657
2795,589
2422,591
2815,1725
267,1012
2448,1317
1580,1610
1723,2705
712,1290
2191,1705
2456,1788
2783,2254
1881,1963
2954,1217
608,2350
2623,2706
2868,2402
604,334
1268,2210
920,2758
1720,1568
120,2279
179,2006
1338,2927
833,2743
2984,1768
2361,436
667,170
1004,1901
1154,142
32,2771
579,349
1788,1578
2071,1062
2356,603
2510,330
1976,1876
2768,1090
1227,89
517,1013
1548,737
225,977
2058,2942
899,1148
1719,859
197,2674
1571,2768
1686,1024
1810,611
1457,682
388,1108
2014,2654
181,2933
1492,2376
1431,149
336,2333
108,80
2758,845
84,1928
1557,1789
689,2984
2369,1612
2128,903
820,1112
2341,1180
1179,425
45,622
