3233,696
9374,2004
1452,2476
644,2333
3451,400
918,665
3425,1432
4885,2796
7269,1690
3843,2289
3376,506
7312,1358
8085,1562
2519,2270
1939,794
9395,639
4621,337
2398,1931
4765,2415
555,1850
3027,2327
7237,1753
1894,2628
5820,1025
1764,279
6550,2208
4361,57
620,281
678,1915
4705,823
6842,1925
75,2514
9327,2087
869,468
213,2812
4206,1072
3117,2327
466,2326
7526,2691
7342,2188
8406,2423
4796,1202
8877,1611
4831,441
1341,936
675,444
3876,2960
1965,1767
9679,518
2339,969
484,2451
8395,1040
5250,2829
2330,1138
6946,317
6658,555
5254,1553
7062,1428
2038,270
3009,1626
7325,2210
3370,1249
6423,433
5209,878
5367,2037
490,704
1217,543
771,2179
9987,2781
661,1097
8846,579
9294,522
3219,799
3985,2765
292,2415
4407,63
2909,2936
3060,1945
9892,753
3284,185
1910,1661
4012,2052
5981,1965
6036,2249
659,1959
3596,862
6534,2773
2736,1896
8549,2601
1255,2053
6864,2714
2492,546
6836,270
9874,1251
3886,2099
9575,1659
3485,2311
1954,1806
8566,391
3715,1205
9107,1897
6373,520
3270,1511
2503,474
6273,2748
1877,747
1538,2836
9372,2770
743,2983
453,674
2697,1748
5741,1288
4753,2890
5982,1970
4878,510
9736,115
5181,1141
4375,1581
8752,964
5363,2147
6836,2887
8880,585
2472,487
7193,362
8288,2306
6668,859
4707,1614
8304,1311
5571,2067
5868,2497
6025,2429
2232,1240
1323,1372
2264,1488
387,1826
7383,541
39,892
8007,388
5825,2830
2655,755
9560,119
4268,1531
9542,2193
830,2634
7060,1503
3963,358
6525,2221
1795,2008
24,1476
6958,1331
263,1085
6878,237
8763,2628
9218,49
8444,2011
9618,2590
4220,1879
1585,369
1239,2431
4499,2548
3133,2691
9118,1593
3478,2145
8791,2014
4411,1401
2924,1142
8658,1061
7613,1076
1217,2042
326,2061
2138,732
1932,84
4653,324
4266,2183
9244,2594
2492,2717
6338,2681
8172,2813
6950,2989
1218,1719
6012,524
40,2746
4240,1566
8910,1857
9503,2001
8317,1251
7984,992
2172,749
6386,2896
6198,595
3595,2289
7214,1537
4236,2675
6902,270
8314,752
1172,2213
5293,955
556,2880
6179,1026
6573,1035
8230,2372
7800,1537
2550,97
83,2668
9052,1449
5974,2636
2785,73
2409,893
2948,2904
1983,476
5777,2558
2145,2392
8263,272
8370,210
7072,1292
8699,653
8225,1151
6915,2105
3834,2769
4432,1959
5349,2605
41,37
9451,2357
1601,154
9226,2784
8823,914
3332,916
8846,557
4415,2982
5336,1127
9499,321
6928,1394
8070,1645
4528,2869
4561,1880
1054,1376
6519,1469
8855,1462
8962,2881
7011,416
1179,2577
6425,1052
1801,1746
5530,831
1707,2415
8648,1229
6276,2609
9288,974
9947,2043
4953,2447
8274,153
3222,435
1359,1517
3893,82
5602,1694
8585,2478
2100,2174
3068,2642
2515,1523
2456,1534
486,2062
6384,2739
1545,485
2200,1361
515,2957
6394,1438
3937,1101
2952,2254
4018,235
4892,2979
4415,2651
8674,1692
8709,1543
48,2790
3707,1352
682,529
3980,1874
8901,2155
3071,1921
8881,1438
3891,656
6937,2004
4790,350
7749,2419
9493,1840
3642,1420
7405,2953
8523,1140
9301,811
3401,73
1196,176
970,1293
4877,1295
3264,876
8064,1770
9273,1005
615,2747
353,1712
2130,2779
2652,491
5511,985
1031,1140
1044,22
9257,985
2646,928
5045,601
2022,829
8273,2524
6395,513
6428,2807
2868,484
5969,1493
6404,1894
3707,1226
5252,92
9017,2510
3449,2011
4050,1628
3112,1097
1946,202
6220,200
8653,638
353,361
9242,2414
6396,243
2873,215
4885,1532
9223,815
8245,1263
6224,2101
6065,2794
2100,1655
6273,47
2957,2442
4473,72
9028,2759
6838,2976
1923,1124
7403,323
8243,1700
7270,1006
5841,1489
579,1778
5926,2560
5131,1199
5584,2188
2122,97
3857,454
6184,1386
4614,2342
7390,215
525,728
6789,1701
7797,1168
4198,63
9699,2423
1676,2472
5939,2947
9577,2363
6514,2864
3149,2390
