5088,8038
8580,4097
9443,1895
9094,2865
9393,5192
6240,6908
251,5211
9796,3339
3003,4678
4687,2505
44,2225
6709,3588
2292,2467
1512,3439
1053,129
3067,6885
7100,9351
2815,4327
9484,165
6111,4377
4524,7798
5214,869
5279,4031
7575,3671
9767,7035
6433,8998
6630,740
4271,3377
6321,5708
8477,9864
9140,8439
7965,640
6918,9419
8886,3422
8800,9895
4021,2717
3168,3710
4898,2220
3223,2106
5012,6498
5019,7970
4327,4375
3133,562
8486,7587
1222,903
506,8313
579,8418
3609,8900
2502,10019
722,7700
6763,3583
2202,7827
6535,6403
3624,708
8417,9635
7121,9859
8143,3083
1744,3544
6645,642
49,3959
2874,8651
1127,4932
454,7451
4980,2614
6097,8796
4044,7674
6871,9958
8912,459
8539,9616
7832,9762
7757,1606
8814,8509
2680,5637
6089,9339
4488,474
7112,5794
8881,7785
9118,4214
9401,5325
8591,2793
524,4453
7611,6811
2674,6098
9523,2317
1866,4991
1138,940
3819,3476
4016,2496
8412,7732
9728,4783
8914,8290
5950,4709
2174,7681
9342,6867
3100,7110
9979,2934
2354,8040
4392,2401
3473,1759
2783,6328
7983,878
3637,7420
9526,3896
5150,5525
2331,7172
1971,4832
2423,673
6913,254
7500,3250
8691,8698
1857,8191
1486,8758
6689,3483
4563,6205
2488,8359
8741,5082
7025,1631
2832,3144
4084,7456
7601,9234
4473,5866
6063,4260
6471,5970
1924,929
9884,8259
1114,5681
6602,8420
9089,8679
4274,7378
5500,1442
2031,7273
6112,8820
6863,2444
6611,8114
1300,3698
3400,2339
9847,7746
292,2543
1637,2372
7064,3493
2983,2422
1739,312
5468,3793
107,6329
2037,7500
140,7315
1912,4297
5198,5421
5469,7204
2400,4881
8881,9855
5906,5033
3367,8052
7411,8117
9696,7784
1462,8282
7869,7268
5955,4578
359,2920
5890,8847
8327,6948
8104,3345
1648,9821
8760,3085
8502,3040
4732,4868
8749,859
2206,6813
9258,2122
6433,4082
7511,3067
4599,2508
1719,9516
4796,6654
2528,790
6382,7203
940,1319
5112,134
8955,3638
225,3196
3407,8438
889,3156
7507,6077
5978,5391
6581,2684
120,3496
46,6278
8649,9513
227,974
9020,9043
10,8454
2429,5299
8273,4895
8807,8505
4564,9076
5131,5885
1230,4893
6267,7042
8511,1990
65,864
5096,355
4666,5113
1231,3575
3394,9208
759,7989
9285,8921
459,8268
561,1254
9045,1557
1422,179
5967,3084
9330,1307
1625,2460
9260,3976
2025,572
8714,2578
2500,9323
3592,602
6923,6105
3559,6821
4992,1475
4491,9710
3426,8332
654,4743
3517,8696
3185,8523
9479,9835
6516,428
5183,7002
4056,7059
5299,7429
1204,1158
6545,9041
1037,3334
1485,2645
8538,7402
3028,8126
4151,5615
9052,1248
9401,9928
5458,7919
4991,3670
6389,8934
3181,7444
9948,4514
6928,2670
121,9329
1394,8028
6731,8195
9413,1891
2918,3045
9230,7713
8339,4706
7785,6547
2223,2013
7003,6338
3627,9271
1619,6148
7587,9215
9176,909
7556,6429
9749,7195
4581,9450
6433,8502
3805,2344
4476,463
2338,548
9182,9669
5432,4099
4495,2107
9458,2330
4438,4726
6327,3802
6738,5235
5879,1146
7623,3857
1966,4914
4799,9040
7869,8371
2079,9146
2487,3650
7972,2992
2644,8388
9888,6650
8859,3009
9452,9338
388,7384
4695,4710
7894,8154
7946,5831
2225,511
338,3531
6842,7577
5138,9040
8644,1760
2363,7157
12,6634
1005,4771
185,7476
5422,4597
679,4706
2443,2680
8176,9085
1381,2361
5134,5783
3662,8813
3565,2982
6222,7168
1208,288
5682,9482
4229,6998
9649,9386
2586,2180
7465,6201
4472,4745
43,8122
101,6058
7918,2692
6738,6676
5173,8528
9042,8882
7783,8611
1061,9852
8844,9752
2577,1579
6601,267
1169,9199
5627,6965
2761,4892
1701,2065
6666,9228
