2880,8085
1490,4826
2887,1073
660,8622
2778,6664
755,3268
2973,1585
516,9511
1514,8460
943,7957
2501,3529
207,3163
1223,4269
2854,8387
338,4989
2729,4132
1196,4983
1336,4518
1858,1952
2962,1052
1919,8929
268,1864
188,9724
2381,1286
2857,7086
2938,5128
2566,4238
1370,7721
1429,7715
2442,8614
491,3475
2088,8512
156,9754
2532,6905
1535,7174
772,1512
2182,8718
2627,7307
1839,5502
2436,3406
2337,8058
1099,8938
720,2046
2910,805
2653,984
1321,8269
56,4634
358,3842
698,729
2382,7156
2355,3640
2525,1421
1121,1169
1357,6230
2297,6616
2213,2665
2430,75
1335,3160
608,6986
2861,4082
1409,7895
1567,6990
1964,5878
2609,6673
2516,9953
1924,7759
1108,7729
629,153
93,7206
2487,8736
551,9779
2741,3041
1087,7427
2867,1309
2125,3801
1407,9496
1510,4437
547,781
394,6328
281,9243
659,5850
456,9394
2129,7077
1268,6669
1547,5362
1901,3513
1952,3290
989,7409
1729,8999
901,779
1392,9832
1302,2533
2087,796
1559,496
2355,8852
2804,5867
1500,6169
1804,7196
2157,8986
2097,6266
2210,2489
2034,6747
821,4403
2858,5052
1892,1258
1572,1208
2530,2287
2392,1930
17,359
734,8152
1333,3472
2261,2793
2065,8092
2087,7691
1606,2794
1750,6719
688,3346
1692,1778
345,8363
219,5298
20,6979
2546,6050
2818,5491
2962,1121
2185,3588
392,1644
479,1182
515,4245
101,8686
1156,7844
937,9283
1805,5627
2595,1131
2870,4147
2886,5209
1535,5180
2399,7682
1355,4539
522,7343
2673,5955
1286,5815
948,3000
2719,117
592,2823
2954,40
495,1252
1649,4074
2591,9919
1694,7628
274,9360
91,554
2701,3741
349,6099
2300,7831
751,8912
2464,886
1089,4874
26,2219
2294,6599
2914,9978
2523,289
1364,7631
390,5797
77,2600
400,1121
1363,2889
18,109
40,859
2095,2108
2990,793
1945,6236
330,8938
266,3642
2958,6193
281,7394
2958,8332
1925,8891
2827,4536
1546,7070
2306,5663
1275,1208
2718,4963
183,4932
1410,6236
617,7516
484,2864
1742,4049
798,7945
2065,8770
1877,4095
2165,1891
2586,2203
2865,786
1556,1796
2235,5479
2204,9990
1533,7441
2084,169
2242,7100
2720,4110
1908,8389
2906,96
20,1430
2287,6416
154,2083
2378,8275
2822,229
80,6559
474,9754
1858,7793
1168,2828
2260,1263
482,4076
722,9594
2992,5391
234,1262
806,9540
1171,8297
2814,4690
2029,678
231,6517
1098,251
1488,3655
2557,3073
1746,4477
1051,4034
2773,5571
2282,5647
671,9773
708,9736
2321,6225
172,4633
2214,725
1134,5234
1767,4166
1097,782
2888,6713
1226,4850
180,8126
247,215
290,6250
214,4872
2995,1736
242,5471
2978,9269
2593,6652
2848,2564
1243,6074
2343,3652
567,4739
1730,7691
2977,9047
1640,566
1589,9879
420,8966
1590,8669
1533,4358
2738,7219
1215,5619
1841,563
1584,4697
721,3737
636,5812
1910,3589
2476,9973
2157,9285
705,279
2460,4044
248,6605
1545,9623
2762,6068
1400,7271
980,3429
2221,8399
2614,8094
2465,5393
1488,7048
2543,9058
1443,6724
1078,3787
2627,2995
1788,1096
1064,5472
2095,9776
1892,5192
1221,8648
1166,2988
1215,9382
2445,6349
1985,1289
307,1951
2047,8153
1023,8794
1604,6208
1367,3934
406,1254
1531,2115
1634,4363
1073,5127
773,3091
1331,2611
2010,5317
784,6458
247,2483
2308,3116
1826,2340
148,1178
2914,6022
147,1969
144,2753
2650,2632
397,5630
2449,6314
658,6640
1811,1105
1334,5169
938,4514
2694,4541
303,8897
1551,281
56,5259
405,9842
2812,277
1677,9940
815,9696
2297,6254
2107,7171
849,6339
1508,1181
2054,5856
1586,9146
491,4962
619,5696
2577,7369
2641,4860
276,462
2998,6069
1371,6152
